0	423
0	297
0	421
0	123
0	454
0	117
0	537
0	484
0	262
0	58
0	3
0	308
0	155
0	480
0	85
0	473
0	275
0	394
0	232
0	443
0	475
0	409
0	539
0	193
0	246
0	65
0	252
0	458
0	66
0	169
0	493
0	253
0	495
0	91
0	327
0	519
1	256
1	135
1	258
1	260
1	261
1	399
1	341
1	276
1	318
1	198
1	491
1	538
1	373
1	278
1	250
1	61
1	438
1	79
1	391
1	479
1	10
1	224
1	233
1	254
1	127
1	328
1	496
1	450
2	259
2	456
2	520
2	506
2	283
2	87
2	324
2	146
2	334
2	532
2	200
2	197
2	84
2	88
2	511
2	225
2	497
2	22
2	447
2	461
3	241
3	501
3	255
3	315
3	398
3	400
3	338
3	14
3	295
3	514
3	180
3	396
3	281
3	147
3	227
3	465
3	445
3	489
3	533
3	417
4	299
4	97
4	298
4	15
4	543
4	265
4	118
4	361
4	507
4	536
4	9
4	165
4	405
4	89
4	203
4	80
4	463
4	415
5	380
5	96
5	103
5	182
5	177
5	482
5	523
5	179
5	131
5	322
5	392
5	183
5	166
5	478
5	229
6	291
6	288
6	289
6	290
6	303
6	190
6	245
6	525
6	121
6	317
6	323
6	19
6	189
6	111
6	344
6	235
6	451
7	98
7	428
7	124
7	510
7	483
7	160
7	370
7	41
7	211
7	429
7	470
7	137
7	202
7	228
7	286
7	535
7	446
7	159
7	234
8	402
8	296
8	107
8	86
8	188
8	219
8	206
8	311
8	406
8	424
8	151
8	277
8	531
8	77
8	63
8	492
8	181
8	247
8	220
8	395
8	464
8	448
9	503
9	306
9	1
9	263
9	215
9	176
9	367
9	515
9	143
9	210
9	70
9	487
9	251
9	162
9	494
9	25
9	518
10	422
10	49
10	498
10	418
10	12
10	272
10	372
10	243
10	347
10	534
10	393
10	75
11	332
11	330
11	329
11	331
11	186
11	115
11	4
11	371
11	485
11	509
11	345
11	477
11	141
11	310
11	444
11	388
12	172
12	73
12	305
12	377
12	529
12	100
12	336
12	508
12	16
12	343
12	62
12	191
12	36
12	460
12	138
12	90
12	221
12	72
12	481
13	173
13	302
13	174
13	46
13	386
13	455
13	38
13	57
13	194
13	321
13	112
13	431
13	145
14	382
14	257
14	122
14	385
14	401
14	2
14	43
14	27
14	513
14	359
14	48
14	453
14	213
14	469
14	195
15	524
15	11
15	504
15	270
15	136
15	333
15	374
15	351
15	408
15	223
15	139
15	196
15	129
15	287
15	170
16	239
16	35
16	505
16	337
16	216
16	397
16	440
16	30
16	212
16	60
16	199
16	6
16	32
16	126
16	326
16	64
17	292
17	93
17	526
17	293
17	358
17	102
17	527
17	274
17	339
17	474
17	412
17	437
17	459
17	490
18	71
18	178
18	364
18	40
18	47
18	378
18	249
18	541
19	133
19	502
19	381
19	340
19	94
19	426
19	134
19	300
19	99
19	312
19	214
19	466
19	441
19	342
19	120
19	187
20	236
20	425
20	301
20	150
20	218
20	7
20	154
20	201
20	436
20	68
20	325
20	74
21	50
21	164
21	95
21	387
21	467
21	357
21	105
21	109
21	175
21	488
21	540
21	280
21	462
21	144
21	248
22	384
22	499
22	92
22	365
22	268
22	267
22	244
22	217
22	389
22	420
22	476
22	486
22	316
22	55
22	8
22	472
23	353
23	419
23	264
23	360
23	528
23	18
23	433
23	335
23	5
23	33
23	142
23	231
23	516
23	457
23	266
23	320
24	185
24	128
24	110
24	101
24	148
24	153
24	28
24	167
24	349
24	439
24	413
24	81
25	237
25	404
25	108
25	39
25	132
25	363
25	522
25	34
25	29
25	542
25	163
26	355
26	242
26	313
26	411
26	106
26	149
26	314
26	76
26	279
27	452
27	356
27	376
27	434
27	366
27	192
27	240
27	383
27	56
27	284
27	54
27	350
27	17
27	21
27	157
27	309
27	379
27	442
27	407
27	414
27	517
27	69
28	304
28	500
28	427
28	104
28	125
28	37
28	390
28	375
28	52
28	222
28	348
28	530
28	113
29	521
29	156
29	432
29	184
29	273
29	352
29	78
29	51
29	512
30	45
30	271
30	294
30	116
30	435
30	403
30	42
30	152
30	209
30	44
30	226
30	23
30	354
30	168
30	449
30	158
31	368
31	119
31	207
31	362
31	430
31	319
31	13
31	285
31	468
31	140
31	67
31	26
31	208
31	83
31	471
31	130
31	82
31	20
31	171
31	416
31	410
32	204
32	205
32	230
32	307
32	369
32	269
32	114
32	59
32	346
32	282
32	24
32	161
33	238
33	31
33	53
